timestamp_ini,timestamp_fin,query_busqueda,score_obtenido,rango_etario,resultados,parametros,ip_cliente,tiempo_procesamiento,cantidad_resultados
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
2025-05-13T00:57:08.160195,2025-05-13T00:57:08.199934,,,http://localhost:8003/buscar,,,"[""El jard\u00edn de las mariposas"", ""El nombre del viento"", ""Cien a\u00f1os de soledad""]",{},172.19.0.1,39.739,50
